,B1_a_mean,B1_a_std,B1_a_skew,B1_a_kurtosis,B1_a_entropy,B1_a_rms,B1_a_max,B1_a_p2p,B1_b_mean,B1_b_std,B1_b_skew,B1_b_kurtosis,B1_b_entropy,B1_b_rms,B1_b_max,B1_b_p2p,B2_a_mean,B2_a_std,B2_a_skew,B2_a_kurtosis,B2_a_entropy,B2_a_rms,B2_a_max,B2_a_p2p,B2_b_mean,B2_b_std,B2_b_skew,B2_b_kurtosis,B2_b_entropy,B2_b_rms,B2_b_max,B2_b_p2p,B3_a_mean,B3_a_std,B3_a_skew,B3_a_kurtosis,B3_a_entropy,B3_a_rms,B3_a_max,B3_a_p2p,B3_b_mean,B3_b_std,B3_b_skew,B3_b_kurtosis,B3_b_entropy,B3_b_rms,B3_b_max,B3_b_p2p,B4_a_mean,B4_a_std,B4_a_skew,B4_a_kurtosis,B4_a_entropy,B4_a_rms,B4_a_max,B4_a_p2p,B4_b_mean,B4_b_std,B4_b_skew,B4_b_kurtosis,B4_b_entropy,B4_b_rms,B4_b_max,B4_b_p2p
2003-10-22 12:54:13,0.10468308999462786,0.08104106786268503,-0.06692394047232152,0.6843841238388806,4.904668452346676,0.12513770002277722,0.557,0.845,0.10186430001464734,0.07128185293245977,0.059840347761524734,1.1287815787546234,4.77219027023846,0.11929656345531772,0.513,0.855,0.10725054934322911,0.08932619147157551,-0.07840856213159489,0.042754466089930165,5.006649583326413,0.130260039964763,0.598,0.954,0.10219888666438665,0.07658080467898128,-0.04332466768543914,0.1549910987575278,4.853877308924248,0.12159435037961444,0.442,0.6890000000000001,0.10775057375848363,0.09110064688539882,0.021095464442627488,0.2570251967014241,5.02583969019172,0.13051028136387124,0.464,0.855,0.10932203720884813,0.09300293317795778,-0.03214449081151435,0.47107250219861463,5.045381303989148,0.13255933665075334,0.664,0.9590000000000001,0.11661458079007588,0.05868275240736402,0.016761717656023772,0.7568248127635115,4.584117129011194,0.12915947101766168,0.388,0.615,0.0978650813027961,0.06527645145835852,-0.049575002871815654,1.322674721406695,4.6814526207785585,0.11358975913583125,0.466,0.771
2003-10-22 12:59:13,0.1041566971043493,0.08085518818870156,-0.06674657766660874,0.7333232876896334,4.900905713685049,0.1248131344106548,0.557,0.913,0.10169090287611514,0.07056287280279423,0.10547968719835031,1.1425947430243908,4.762551741371201,0.11883847620583639,0.491,0.9279999999999999,0.10735250744665244,0.09011198269915197,-0.07892370581446041,0.031370379950011795,5.015346500187895,0.1306801848350801,0.535,0.794,0.10311436105278403,0.07673206801418136,0.003158469607709283,0.24833959882915346,4.8554425393316745,0.12231485928134683,0.581,0.8859999999999999,0.10846408516040748,0.09279532215138242,0.02929528651886781,0.39276994083249495,5.043056086898033,0.1314236336917705,0.588,0.966,0.11041339909175155,0.09499230298684735,0.007687255363127549,0.5830321972507702,5.064736094451159,0.13386468136750235,0.64,0.962,0.08320528346110542,0.05923851292721727,0.08127087029109774,0.8084177875134437,4.592037901194834,0.09749945791723659,0.391,0.652,0.09803261878021273,0.0663045064320945,0.015643371351627373,1.5213293378695814,4.6933471425077835,0.1138454434716978,0.54,0.887
2003-10-22 13:04:13,0.10392235949020875,0.07993350325773652,-0.05274085738387001,0.7473983802065889,4.890021443487307,0.12413851150065998,0.552,0.906,0.10128199619121875,0.06997148131930098,0.058320581368491685,1.4440842001428256,4.74589706909677,0.11834017571122102,0.535,1.026,0.10717217637579993,0.08862159159876958,-0.05796393151112951,0.16647479496593842,4.998729794974625,0.1297467558942093,0.598,0.862,0.1026650227061857,0.07580260694082505,-0.03543914936023536,0.3702589970179173,4.843490967634344,0.12176666822372675,0.579,0.826,0.10741676839689362,0.0906784698129323,0.04954992569418144,0.40540912736054313,5.0200023919333745,0.12975440597308138,0.544,0.9710000000000001,0.108679964842033,0.0940360355492977,-0.07686357983063004,0.8069156111053597,4.973259624649757,0.1323085598423954,0.784,1.138,0.09538615166755972,0.059241737065627055,0.03242593251552739,0.788840602552523,4.5932142845867965,0.10927381117576794,0.405,0.652,0.09788119537086586,0.0655736459495759,0.05177889400189468,1.415230173142199,4.685035474329683,0.11356719396160886,0.442,0.855
2003-10-22 13:09:13,0.1042470335465585,0.07999451884968035,-0.02854689634595773,1.0723551410904046,4.8655217844460585,0.12445107972096132,0.623,1.043,0.10125523707212117,0.07029163563865948,0.0974100998939985,1.368183307304625,4.755367541936698,0.11842204215172994,0.483,0.888,0.10707139020459983,0.08841124713125625,-0.07296595786816604,0.05344035337694475,4.994490416138647,0.12998664811404367,0.583,0.8879999999999999,0.10282357536989008,0.0761825574345691,-0.026722597542505624,0.16497567264553714,4.848452156379749,0.12204607929372521,0.54,0.76,0.10861780360369068,0.0921095687408808,0.005228708382061653,0.4842317463977137,4.9792973283636215,0.1316171793071258,0.652,1.052,0.1105315200937545,0.09507585878673809,0.008819898660974308,0.7161113454579175,5.045947522327042,0.13422797191624508,0.583,1.013,0.0946526685873313,0.058209668202334315,0.012289784123880338,0.6760214378516922,4.576591706830782,0.1083844537015787,0.374,0.599,0.09878446213193887,0.06623690967386918,-0.03986275684111124,1.1756561292652834,4.698298844535334,0.11471107804966262,0.525,0.8420000000000001
2003-10-22 13:14:13,0.1043275550563983,0.080060473041554,-0.08723515356089429,0.8292178847080027,4.892090229643101,0.12467460180709855,0.688,0.9709999999999999,0.10121846769861706,0.07052003680323891,0.0679615363547601,1.1087817696107538,4.762345210826224,0.11853572973821655,0.552,0.984,0.10692987938864126,0.08901251785124366,-0.06483855171194468,0.07360906984332027,5.001679912463397,0.12989282337276464,0.569,0.967,0.10188519947262971,0.07514192443914774,-0.02389596736468106,0.1553605589313194,4.835404251614652,0.12088489774919443,0.513,0.74,0.10806186825528571,0.09237626133248325,0.004219865587198233,0.3612304064477345,5.037995635350207,0.13108737821611427,0.576,0.952,0.10933580741247088,0.09512443699530879,0.005393315430696598,0.5340840854549911,5.0649391281826635,0.13279389175112863,0.562,0.914,0.09508330484886737,0.05868047548215869,0.028430964594609573,0.9694968795445558,4.5811261012218285,0.10896480364780899,0.408,0.718,0.09794584696518133,0.06540782597396294,0.0010269296747164823,1.4152560650813641,4.681344656533736,0.11352221662160648,0.454,0.791
2003-10-22 13:19:13,0.10721783290199659,0.08581050773199612,-0.0021936764309406546,0.7535821632196495,4.960590190705528,0.12854680649108177,0.588,0.966,0.10384862542116136,0.07817996770212002,0.07694631977058795,1.0814166730470016,4.821587710312601,0.12316643337797172,0.598,1.059,0.10730528834415677,0.08969752924352786,-0.10418926601731045,0.2722730072247028,5.011227950238215,0.13042186935875283,0.632,0.861,0.1021887299184524,0.07604579621041749,-0.09723534073415434,0.38944696277044333,4.844249617638418,0.12172585469149927,0.598,0.864,0.10786288392987972,0.09210709601812439,0.048359731395725136,0.41107591421815615,5.034363294605366,0.1303970430544557,0.547,0.974,0.10822784315640353,0.09526919365963343,0.011713948135603803,0.7121242656506421,4.945897335631043,0.13185826289699704,0.708,1.1909999999999998,0.09579325162361228,0.05896487269375671,-0.048061267425731295,0.78111413204216,4.588374002423075,0.10981642477671445,0.417,0.661,0.09825426046193451,0.06579833995333367,0.05187551646353103,1.7275522285229594,4.685516955925811,0.11387714627429135,0.574,1.004
2003-10-22 13:24:13,0.10568924263879993,0.08283211849484123,-0.03133291467824667,1.0004972692918783,4.891291233713539,0.12662059638339934,0.613,1.05,0.10132120709018878,0.07078031876774335,0.07788333789896139,1.1293701119332273,4.766860341995695,0.11852532389705832,0.515,0.9790000000000001,0.1084139362273542,0.0903478538676328,-0.05521995300672464,0.09121308932878147,5.018641266035603,0.13147142663813574,0.581,0.845,0.10270389179158991,0.07612884399413752,-0.05877712402422017,0.2526504729790582,4.84745540193035,0.12195025418315734,0.562,0.779,0.10811763269690827,0.09162587752802014,0.03246991975922291,0.32309055083390614,5.029992408258446,0.13061891999573638,0.54,0.9380000000000001,0.11039391571854076,0.09541323982704393,0.06093915678263745,0.6614950870733471,5.054828634802993,0.13368023797736464,0.649,1.054,0.09654841544997049,0.059541286972498615,-0.01319398236227114,0.7867643246588663,4.59646093546932,0.11068668798732041,0.376,0.623,0.09734488988719985,0.06573228038892884,0.052067002917473966,1.3469447887332264,4.687257762214663,0.11294282510311389,0.449,0.749
2003-10-22 13:29:13,0.10617954978270328,0.08397080243519045,-0.00980154729804118,1.028037765359302,4.934203013846886,0.12733610051459254,0.518,0.887,0.10266175106206246,0.07268830297764567,0.1579467270977842,1.970648054806769,4.764869914708638,0.12034762100002332,0.532,1.018,0.10858835880658144,0.09099390398069607,-0.07303814615229356,0.39935603663170616,4.931815674142916,0.1317322688033362,0.808,1.1500000000000001,0.1029660627960334,0.0765669528873131,-0.07226280977030429,0.4668552185387398,4.850934024201563,0.12242182237207566,0.615,0.9179999999999999,0.10861189511206479,0.09230138446573197,0.02266777582817032,0.35612413771785256,5.037638346454892,0.1314457786475249,0.54,0.855,0.10964148640070329,0.0948266486730359,0.009673146632257395,0.516989431974388,5.061985900978572,0.1332077105688257,0.51,0.876,0.0976962742321377,0.060445955673953854,-0.0497815717006082,0.9212228894214887,4.609514410540589,0.11208676218859545,0.415,0.727,0.09827120464866189,0.06686145750431494,-0.005381616189360652,1.7546713760903097,4.697854063973797,0.11426460570619942,0.522,0.837
2003-10-22 13:34:13,0.10475648225010822,0.08314840335072267,-0.06806562437740248,0.9375316986632978,4.927003532684456,0.12591936510374518,0.645,0.9750000000000001,0.10147536500805539,0.0716623504880784,0.04584858364804351,1.304454102459791,4.7773193564609056,0.11905206060556194,0.513,0.996,0.10822549929195699,0.09007812151467308,-0.05284252998750496,-0.020585278230373927,5.015553239250418,0.1312444141475508,0.557,0.806,0.10358113189120448,0.07769332174688949,-0.043555159344079185,0.16477277586984362,4.867768346718561,0.12333354466807722,0.464,0.72,0.10788241613359939,0.09262516072999995,-0.028231941015727065,0.27924314259857663,5.0427275676310295,0.1310750356623094,0.542,0.857,0.11008203525562658,0.09608276641110815,0.0074876721247459045,0.5296892301260923,5.07532441155677,0.13375837979447286,0.598,0.959,0.09590819864250988,0.06004640162672223,0.0005395454618367403,0.8192999600955777,4.605035906575764,0.11015718497063336,0.449,0.708,0.09813843449387025,0.06643233790533064,0.005342785694574006,1.324884567531496,4.697156551156332,0.11407156327895114,0.515,0.862
2003-10-22 13:39:13,0.10531749597148243,0.08215374958862766,-0.10308205609949649,0.8249282985361366,4.916248503437114,0.12636230123496936,0.601,0.8919999999999999,0.10217315298598394,0.07175604186380893,0.11725581456747398,1.4072528872302992,4.776646280455252,0.11959428011213097,0.488,0.962,0.10749533668636133,0.09000768239007567,-0.08617189564122871,0.06879889463473088,5.015577837042462,0.13058801476802817,0.51,0.783,0.10254563211094198,0.07713036500380216,-0.07967346192963541,0.1465655655825473,4.861085031548755,0.12232605987705632,0.466,0.7370000000000001,0.10827139997070062,0.09316976321030468,-0.008518940034114875,0.268680148414536,5.047812569063916,0.13155037420013269,0.493,0.827,0.10996205869427216,0.095588178846163,0.04140904625990409,0.489582710776022,5.071185132504751,0.13330056572387747,0.566,0.959,0.04843400556667676,0.06018969201431937,-0.026724715482183036,0.6536781950788431,4.607542719077266,0.06224347443602941,0.312,0.583,0.09743571463450201,0.06540817034680012,-0.00987575675483762,1.1471111198755133,4.685400608582411,0.11322985493601283,0.508,0.855
2003-10-22 13:44:13,0.10549182088969075,0.08311520318912086,-0.06518049213318551,1.0548828887103805,4.925837323255253,0.1264429769008126,0.615,0.9450000000000001,0.10124083207187654,0.07125213173491984,0.22095954017595654,2.173286764255939,4.72096503061577,0.11851621376191193,0.574,1.04,0.1084598857366075,0.09020118000375216,-0.10474174702027951,0.2316051557491443,5.0129056108532,0.13171434316994216,0.667,0.9480000000000001,0.10339176717613027,0.07662535285892765,-0.05525153298535729,0.2978064972744998,4.852865802884061,0.12295478356971684,0.461,0.734,0.10814829825675076,0.09289786629180884,0.04051572457334678,0.36709735672759436,5.045244766728699,0.13110468917401172,0.557,0.899,0.10925303969920425,0.0948458183246539,0.036126282349023264,0.6258820448600884,4.939901720333227,0.13245636768498453,0.74,1.177,0.09690385272718198,0.06067996222881786,0.0625135716088074,0.837811875153085,4.614549984407866,0.11089497417656922,0.378,0.586,0.09793925484642585,0.06617720924068052,0.008587614541133737,1.3371746572897991,4.693788830748091,0.1136995521692348,0.53,0.801
2003-10-22 13:49:13,0.10625343034327717,0.08409530871220673,-0.02470409267106599,0.8579089374250497,4.9388460439568895,0.12722138816074577,0.574,0.9329999999999999,0.1028457444211131,0.07383579186240634,0.12081882062927529,1.389555377705499,4.806085419786931,0.12087384841570081,0.515,1.0230000000000001,0.10810566922212936,0.09105655465862343,-0.059957178168909615,0.06292487107289979,5.024772003099478,0.13135340452651795,0.593,0.952,0.10262278431563918,0.07759915429791484,-0.06128783899972759,0.3189104075547333,4.8647578903847375,0.12241078671080965,0.508,0.769,0.10746227843156354,0.09131047144657788,-0.003724301122424622,0.3376602646838607,5.028647930316802,0.13032555778984053,0.559,0.908,0.10945685824503128,0.09609385284336772,-0.0092712857098268,0.577430785660924,5.07611474878885,0.13337009761794452,0.603,0.947,0.09639088822696174,0.061459858804908354,0.017082486167751706,1.1100350752520582,4.624379321696106,0.11081303813352406,0.435,0.679,0.09874119830069633,0.06557285843681256,0.04796129727853441,1.3965553916339437,4.6830278139132036,0.1141496471754974,0.527,0.837
2003-10-22 13:54:13,0.10526539381805605,0.08369085117117679,-0.001390091473597257,0.9449011795805533,4.933338731289825,0.12629180303040857,0.591,0.972,0.10216910005371231,0.07216268658110886,0.11499614181821417,1.1233580585347984,4.782915693342036,0.11950489423893049,0.557,0.906,0.1086124810781764,0.09154481409051145,-0.051814126238369375,0.09052560860413994,5.030345433697405,0.1319421718249849,0.544,0.908,0.10262278431563958,0.07681597720485836,-0.026254874708465676,0.41105304278982535,4.855177192932072,0.12184994882964298,0.652,0.889,0.10832096293764336,0.09277794793037508,0.0540671481318167,0.36656436840897255,5.0116435445195116,0.13109445335696687,0.596,1.05,0.10955583768738657,0.09522125247613002,-0.052043035664343915,0.6664123181203352,5.065666258556808,0.13337450114816293,0.608,0.94,0.09346135065188538,0.06027070095700917,-0.0035347469932675204,0.8805689052108479,4.6069561239584464,0.10777899463782763,0.381,0.628,0.09812388300209794,0.06614388424506781,-0.04783234354218627,1.5449121227117897,4.690446490382203,0.11403720042261878,0.569,0.901
2003-10-22 13:59:13,0.10609648908638135,0.08551452345490618,-0.10158145326109172,1.0727727922044408,4.951879746920614,0.12775334070134725,0.635,0.9650000000000001,0.10265198496020142,0.07349943025562707,0.04125901455375431,0.9588655793870027,4.8040880376130115,0.12073182166414086,0.522,0.8420000000000001,0.10770242687631092,0.09171837661593532,-0.09125354936737626,0.20918793926911272,5.032273661243799,0.13138287571912916,0.645,0.984,0.10282128033595253,0.07758645240612821,-0.06395386743500223,0.33208904777270476,4.864857510374878,0.12260963447836117,0.542,0.791,0.1081904389862781,0.09277683002427121,0.030282923492341164,0.4037270898754266,5.043817380455043,0.13107334358110034,0.522,0.866,0.10990717320181614,0.0969386681683533,0.0057464442385620745,0.5837620732093378,5.000765297570184,0.13405928261204364,0.713,1.148,0.13393940133795457,0.06174441613174176,-0.04289847164918821,1.172233673009576,4.629665033018162,0.14640902188572813,0.452,0.8109999999999999,0.0992197372918581,0.06761605102005715,-0.052894312021865335,1.4570785167073095,4.711021789566512,0.11547162604174095,0.488,0.769
2003-10-22 14:04:13,0.10451701743249046,0.08395221214671489,0.00845562528888064,0.7110116722814239,4.939578330156544,0.1255880971082073,0.51,0.908,0.10097646369451495,0.0727641646869704,0.1016361093537719,1.2901618429555826,4.791172052704096,0.11874170542425644,0.491,0.96,0.10767337272327714,0.09144238121211569,-0.06898178785816367,0.0673422136799382,5.030842182491634,0.13114901529222295,0.505,0.7929999999999999,0.10229254358122898,0.078375880020466,-0.06224312724534699,0.11039230902683794,4.877343826748989,0.12241146225780633,0.432,0.659,0.10852487914448906,0.09421431891977679,0.03673539713698378,0.3043263941036596,5.059818118514967,0.131700416132053,0.498,0.9279999999999999,0.10941002978660973,0.09720251372430608,-0.017990909683385677,0.5897955354172675,5.08675411289281,0.13361221404270504,0.605,0.983,0.22917862200302808,0.061758224505238164,-0.06448539012709581,1.3594594672260292,4.626708232153019,0.23725826971297478,0.662,0.8380000000000001,0.097831583573415,0.06664325751893638,0.033861605228901415,1.3438892269456315,4.698494109042886,0.11367330403312433,0.452,0.7230000000000001
